Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Effective Date,Accrual Date
"TREASURY STRIP (PRIN)","Treasury","Fixed Income","2,630,669.49","15.86","2,630,669.49","4,185,000.00","912803FF5","US912803FF52","BG47HY1","62.86","United States","-","USD","27.65","1.67","1.00","Nov 15, 2048","0.00","27.41","-","1.67","27.41","1.67","USD","Nov 15, 2018","Nov 15, 2018"
"TREASURY STRIP (PRIN)","Treasury","Fixed Income","2,239,104.67","13.50","2,239,104.67","3,500,000.00","912803FA6","US912803FA65","BF5FZ32","63.97","United States","-","USD","26.66","1.67","1.00","Nov 15, 2047","0.00","26.43","-","1.67","26.43","1.67","USD","Nov 15, 2017","Nov 15, 2017"
"TREASURY STRIP (PRIN)","Treasury","Fixed Income","2,186,421.22","13.18","2,186,421.22","3,360,000.00","912803EW9","US912803EW94","-","65.07","United States","-","USD","25.92","1.65","1.00","Feb 15, 2047","0.00","25.70","-","1.65","25.70","1.65","USD","Feb 15, 2017","Feb 15, 2017"
"TREASURY STRIP (PRIN)","Treasury","Fixed Income","2,096,237.80","12.64","2,096,237.80","3,400,000.00","912803FK4","US912803FK48","BJTH941","61.65","United States","-","USD","28.39","1.70","1.00","Aug 15, 2049","0.00","28.15","-","1.70","28.15","1.70","USD","Aug 15, 2019","Aug 15, 2019"
"TREASURY STRIP (PRIN)","Treasury","Fixed Income","1,984,721.39","11.96","1,984,721.39","3,179,000.00","912803FG3","US912803FG36","-","62.43","United States","-","USD","27.90","1.68","1.00","Feb 15, 2049","0.00","27.66","-","1.68","27.66","1.68","USD","Feb 15, 2019","Feb 15, 2019"
"TREASURY STRIP (PRIN)","Treasury","Fixed Income","1,846,249.78","11.13","1,846,249.78","2,800,000.00","912803ET6","US912803ET65","BYQ76J3","65.94","United States","-","USD","25.17","1.65","1.00","May 15, 2046","0.00","24.96","-","1.65","24.96","1.65","USD","May 16, 2016","May 16, 2016"
"TREASURY STRIP (PRIN)","Treasury","Fixed Income","1,574,940.73","9.49","1,574,940.73","2,450,000.00","912803EZ2","US912803EZ26","BD2BTM6","64.28","United States","-","USD","26.41","1.67","1.00","Aug 15, 2047","0.00","26.19","-","1.67","26.19","1.67","USD","Aug 15, 2017","Aug 15, 2017"
"TREASURY STRIP (PRIN)","Treasury","Fixed Income","729,388.79","4.40","729,388.79","1,200,500.00","912803FP3","US912803FP35","BMFV0N4","60.76","United States","-","USD","29.13","1.70","1.00","May 15, 2050","0.00","28.88","-","1.70","28.88","1.70","USD","May 15, 2020","May 15, 2020"
"TREASURY STRIP (PRIN)","Treasury","Fixed Income","524,087.28","3.16","524,087.28","854,000.00","912803FL2","US912803FL21","BKRQWR1","61.37","United States","-","USD","28.64","1.70","1.00","Nov 15, 2049","0.00","28.39","-","1.70","28.39","1.70","USD","Nov 15, 2019","Nov 15, 2019"
"TREASURY STRIP (PRIN)","Treasury","Fixed Income","253,932.81","1.53","253,932.81","383,000.00","912803ER0","US912803ER00","BD03YM9","66.30","United States","-","USD","24.93","1.64","1.00","Feb 15, 2046","0.00","24.72","-","1.64","24.72","1.64","USD","Feb 16, 2016","Feb 16, 2016"
"TREASURY STRIP (PRIN)","Treasury","Fixed Income","207,566.43","1.25","207,566.43","340,000.00","912803FM0","US912803FM04","BKPNTX9","61.05","United States","-","USD","28.89","1.70","1.00","Feb 15, 2050","0.00","28.64","-","1.70","28.64","1.70","USD","Feb 18, 2020","Feb 18, 2020"
