Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Effective Date,Accrual Date
"GUILFORD CNTY N C","Prerefund/Escrow","Fixed Income","3,627,773.09","0.96","3,627,773.09","3,460,000.00","401784ZM8","US401784ZM80","-","104.52","United States","-","USD","0.92","0.16","1.00","Mar 01, 2022","5.00","0.92","-","0.16","0.92","0.16","USD","Mar 14, 2012","Mar 14, 2012"
"WISCONSIN ST TRANSN REV","Prerefund/Escrow","Fixed Income","2,993,676.60","0.79","2,993,676.60","2,790,000.00","977123A40","US977123A402","-","106.13","United States","-","USD","1.23","0.15","1.00","Jul 01, 2022","5.00","1.23","-","0.15","1.23","0.15","USD","Apr 25, 2012","Apr 25, 2012"
"NEW JERSEY ST TPK AUTH TPK REV","Prerefund/Escrow","Fixed Income","2,950,756.51","0.78","2,950,756.51","2,750,000.00","646140CU5","US646140CU52","-","106.13","United States","-","USD","1.23","0.15","1.00","Jul 01, 2022","5.00","1.23","-","0.15","1.23","0.15","USD","Apr 04, 2013","Apr 04, 2013"
"HONOLULU HAWAII CITY & CNTY","Prerefund/Escrow","Fixed Income","2,194,879.20","0.58","2,194,879.20","2,000,000.00","438670E98","US438670E985","-","107.74","United States","-","USD","1.54","0.15","1.00","Nov 01, 2022","5.00","1.53","-","0.15","1.53","0.15","USD","Nov 20, 2012","Nov 20, 2012"
"METROPOLITAN ATLANTA RAPID TRA","Prerefund/Escrow","Fixed Income","2,162,099.77","0.57","2,162,099.77","2,015,000.00","591745M27","US591745M270","-","106.13","United States","-","USD","1.23","0.15","1.00","Jul 01, 2022","5.00","1.23","-","0.15","1.23","0.15","USD","May 24, 2012","May 24, 2012"
"WISCONSIN ST TRANSN REV","Prerefund/Escrow","Fixed Income","2,146,004.73","0.57","2,146,004.73","2,000,000.00","977123A57","US977123A576","-","106.13","United States","-","USD","1.23","0.15","1.00","Jul 01, 2022","5.00","1.23","-","0.15","1.23","0.15","USD","Apr 25, 2012","Apr 25, 2012"
"SOUTH-WESTERN CITY SCH DIST OH","Prerefund/Escrow","Fixed Income","1,931,581.32","0.51","1,931,581.32","1,800,000.00","840658NB0","US840658NB06","-","105.73","United States","-","USD","1.15","0.15","1.00","Jun 01, 2022","5.00","1.15","-","0.15","1.15","0.15","USD","Aug 29, 2012","Aug 29, 2012"
"MARYLAND ST","State Tax-Backed","Fixed Income","1,919,747.08","0.51","1,919,747.08","1,790,000.00","574193QK7","US574193QK74","-","106.50","United States","-","USD","1.32","0.18","1.00","Aug 01, 2022","5.00","1.31","-","0.18","1.31","0.18","USD","Aug 15, 2018","Aug 15, 2018"
"WASHINGTON ST","Prerefund/Escrow","Fixed Income","1,877,582.00","0.50","1,877,582.00","1,750,000.00","93974CY87","US93974CY877","-","106.54","United States","-","USD","1.32","0.15","1.00","Aug 01, 2022","5.00","1.31","-","0.15","1.31","0.15","USD","Aug 02, 2012","Aug 02, 2012"
"NEW YORK ST URBAN DEV CORP REV","State Tax-Backed","Fixed Income","1,614,304.21","0.43","1,614,304.21","1,540,000.00","650035W53","US650035W539","-","104.69","United States","-","USD","0.96","0.17","1.00","Mar 15, 2022","5.00","0.96","-","0.17","0.96","0.17","USD","Mar 17, 2016","Mar 17, 2016"
"MASSACHUSETTS ST","Prerefund/Escrow","Fixed Income","1,378,555.24","0.36","1,378,555.24","1,285,000.00","57582P6Q8","US57582P6Q85","-","106.95","United States","-","USD","1.40","0.15","1.00","Sep 01, 2022","5.00","1.40","-","0.15","1.40","0.15","USD","Sep 24, 2014","Sep 24, 2014"
"NEW YORK ST DORM AUTH ST PERS","State Tax-Backed","Fixed Income","1,373,344.21","0.36","1,373,344.21","1,310,000.00","64990E5K9","US64990E5K90","-","104.28","United States","-","USD","0.88","0.18","1.00","Feb 15, 2022","5.00","0.88","-","0.18","0.88","0.18","USD","Oct 20, 2016","Oct 20, 2016"
"MARYLAND ST","Prerefund/Escrow","Fixed Income","1,363,036.13","0.36","1,363,036.13","1,300,000.00","574193JQ2","US574193JQ28","-","104.52","United States","-","USD","0.92","0.16","1.00","Mar 01, 2022","5.00","0.92","-","0.16","0.92","0.16","USD","Mar 18, 2014","Mar 18, 2014"
"MASSACHUSETTS ST","State Tax-Backed","Fixed Income","1,333,255.75","0.35","1,333,255.75","1,215,000.00","57582RLM6","US57582RLM69","-","108.15","United States","-","USD","1.62","0.15","1.00","Dec 01, 2022","5.00","1.61","-","0.15","1.61","0.15","USD","Dec 08, 2016","Dec 08, 2016"
"ALEXANDRIA VA","Prerefund/Escrow","Fixed Income","1,317,431.25","0.35","1,317,431.25","1,245,000.00","015302Q21","US015302Q212","-","104.71","United States","-","USD","1.20","0.14","1.00","Jun 15, 2022","4.00","1.19","-","0.14","1.19","0.14","USD","Jul 26, 2012","Jul 26, 2012"
"OHIO STATE","Prerefund/Escrow","Fixed Income","1,314,669.02","0.35","1,314,669.02","1,225,000.00","677521ZG4","US677521ZG40","-","105.32","United States","-","USD","1.07","0.16","1.00","May 01, 2022","5.00","1.06","-","0.16","1.06","0.16","USD","Oct 24, 2012","Oct 24, 2012"
"GEORGIA ST","State Tax-Backed","Fixed Income","1,308,999.97","0.35","1,308,999.97","1,215,000.00","373384ZX7","US373384ZX74","-","105.80","United States","-","USD","1.47","0.17","1.00","Oct 01, 2022","4.00","1.46","-","0.17","1.46","0.17","USD","Jan 08, 2013","Jan 08, 2013"
"CALIFORNIA ST FOR PREVIOUS ISS","State Tax-Backed","Fixed Income","1,308,278.39","0.35","1,308,278.39","1,220,000.00","13063CY87","US13063CY876","-","106.90","United States","-","USD","1.40","0.18","1.00","Sep 01, 2022","5.00","1.40","-","0.18","1.40","0.18","USD","Sep 13, 2016","Sep 13, 2016"
"MECKLENBURG CNTY N C","Local Tax-Backed","Fixed Income","1,305,369.22","0.35","1,305,369.22","1,245,000.00","584002WR6","US584002WR61","-","104.52","United States","-","USD","0.92","0.16","1.00","Mar 01, 2022","5.00","0.92","-","0.16","0.92","0.16","USD","Sep 26, 2019","Sep 26, 2019"
"HONOLULU HAWAII CITY & CNTY","Prerefund/Escrow","Fixed Income","1,289,491.53","0.34","1,289,491.53","1,175,000.00","438670F97","US438670F974","-","107.74","United States","-","USD","1.54","0.15","1.00","Nov 01, 2022","5.00","1.53","-","0.15","1.53","0.15","USD","Nov 20, 2012","Nov 20, 2012"
"HONOLULU HAWAII CITY & CNTY WA","Prerefund/Escrow","Fixed Income","1,239,317.73","0.33","1,239,317.73","1,155,000.00","438701SU9","US438701SU99","-","106.13","United States","-","USD","1.23","0.15","1.00","Jul 01, 2022","5.00","1.23","-","0.15","1.23","0.15","USD","Oct 04, 2012","Oct 04, 2012"
"DENVER COLO CITY & CNTY SCH DI","Prerefund/Escrow","Fixed Income","1,185,209.37","0.31","1,185,209.37","1,100,000.00","249174SH7","US249174SH79","-","106.48","United States","-","USD","1.63","0.14","1.00","Dec 01, 2022","4.00","1.63","-","0.14","1.63","0.14","USD","Dec 19, 2012","Dec 19, 2012"
"SAN ANTONIO TX ELEC & GAS REVE","Utility","Fixed Income","1,183,912.41","0.31","1,183,912.41","1,130,000.00","7962532F8","US7962532F85","-","104.02","United States","-","USD","0.85","0.26","1.00","Feb 01, 2022","5.00","0.84","-","0.26","0.84","0.26","USD","Jun 01, 2012","Jun 28, 2012"
"ARIZONA ST TRANSN BRD HWY REV","Prerefund/Escrow","Fixed Income","1,180,302.60","0.31","1,180,302.60","1,100,000.00","040654VS1","US040654VS16","-","106.13","United States","-","USD","1.23","0.15","1.00","Jul 01, 2022","5.00","1.23","-","0.15","1.23","0.15","USD","Jan 29, 2013","Jan 29, 2013"
"MICHIGAN ST TRUNK LINE","State Tax-Backed","Fixed Income","1,113,328.28","0.29","1,113,328.28","1,015,000.00","594695X60","US594695X602","-","107.88","United States","-","USD","1.57","0.18","1.00","Nov 15, 2022","5.00","1.57","-","0.18","1.57","0.18","USD","Oct 27, 2015","Oct 27, 2015"
"VIRGINIA COMWLTH TRANSN BRD TR","Prerefund/Escrow","Fixed Income","1,094,616.32","0.29","1,094,616.32","1,020,000.00","927793WC9","US927793WC96","-","105.51","United States","-","USD","1.11","0.16","1.00","May 15, 2022","5.00","1.10","-","0.16","1.10","0.16","USD","Jun 14, 2012","Jun 14, 2012"
"TEXAS TRANSN COMMN ST HWY FD R","State Tax-Backed","Fixed Income","1,086,261.63","0.29","1,086,261.63","990,000.00","88283LJU1","US88283LJU17","-","107.31","United States","-","USD","1.46","0.17","1.00","Oct 01, 2022","5.00","1.45","-","0.17","1.45","0.17","USD","Jul 22, 2015","Jul 22, 2015"
"DETROIT MICH SEW SNR","Prerefund/Escrow","Fixed Income","1,076,721.50","0.29","1,076,721.50","1,000,000.00","251250AR7","US251250AR70","-","106.45","United States","-","USD","1.23","0.15","1.00","Jul 01, 2022","5.25","1.23","-","0.15","1.23","0.15","USD","Jun 26, 2012","Jun 26, 2012"
"COLUMBUS OHIO","Prerefund/Escrow","Fixed Income","1,072,858.06","0.28","1,072,858.06","1,000,000.00","1994916Y2","US1994916Y20","-","106.73","United States","-","USD","1.36","0.15","1.00","Aug 15, 2022","5.00","1.35","-","0.15","1.35","0.15","USD","Jul 24, 2012","Jul 24, 2012"
"CALIFORNIA ST","State Tax-Backed","Fixed Income","1,072,359.33","0.28","1,072,359.33","1,000,000.00","13063CYB0","US13063CYB08","-","106.90","United States","-","USD","1.40","0.18","1.00","Sep 01, 2022","5.00","1.40","-","0.18","1.40","0.18","USD","Nov 03, 2015","Nov 03, 2015"
"RALEIGH N C","Prerefund/Escrow","Fixed Income","1,058,520.43","0.28","1,058,520.43","1,000,000.00","751091MU0","US751091MU08","-","103.92","United States","-","USD","0.99","0.14","1.00","Apr 01, 2022","4.00","0.99","-","0.14","0.99","0.14","USD","May 16, 2012","May 16, 2012"
"TEXAS WATER DEV BRD","Utility","Fixed Income","1,058,182.97","0.28","1,058,182.97","1,000,000.00","8828543R1","US8828543R15","-","104.43","United States","-","USD","1.52","0.15","1.00","Oct 15, 2022","3.00","1.51","-","0.15","1.51","0.15","USD","Oct 08, 2020","Oct 08, 2020"
"VIRGINIA COLLEGE BLDG AUTH VA","Prerefund/Escrow","Fixed Income","1,048,663.40","0.28","1,048,663.40","1,000,000.00","927781K86","US927781K860","-","104.12","United States","-","USD","0.85","0.15","1.00","Feb 01, 2022","5.00","0.84","-","0.15","0.84","0.15","USD","Dec 13, 2012","Dec 13, 2012"
"NEW YORK N Y","Local Tax-Backed","Fixed Income","1,034,407.91","0.27","1,034,407.91","965,000.00","64966MJF7","US64966MJF77","-","106.44","United States","-","USD","1.32","0.22","1.00","Aug 01, 2022","5.00","1.31","-","0.22","1.31","0.22","USD","Feb 22, 2017","Feb 22, 2017"
"RHODE ISLAND HEALTH & EDL BLDG","Education","Fixed Income","964,855.65","0.26","964,855.65","900,000.00","762197KD2","US762197KD27","-","106.87","United States","-","USD","1.40","0.20","1.00","Sep 01, 2022","5.00","1.40","-","0.20","1.40","0.20","USD","Jul 19, 2012","Jul 19, 2012"
"TENNESSEE ST","State Tax-Backed","Fixed Income","943,663.25","0.25","943,663.25","880,000.00","880541SP3","US880541SP36","-","106.48","United States","-","USD","1.32","0.19","1.00","Aug 01, 2022","5.00","1.31","-","0.19","1.31","0.19","USD","Mar 15, 2012","Mar 15, 2012"
"DISTRICT COLUMBIA","State Tax-Backed","Fixed Income","938,856.39","0.25","938,856.39","875,000.00","25476FMU9","US25476FMU92","-","105.71","United States","-","USD","1.15","0.16","1.00","Jun 01, 2022","5.00","1.15","-","0.16","1.15","0.16","USD","Dec 18, 2013","Dec 18, 2013"
"WISCONSIN STATE OF","State Tax-Backed","Fixed Income","915,944.23","0.24","915,944.23","835,000.00","97705MEP6","US97705MEP68","-","107.69","United States","-","USD","1.54","0.18","1.00","Nov 01, 2022","5.00","1.53","-","0.18","1.53","0.18","USD","Aug 25, 2016","Aug 25, 2016"
"MICHIGAN ST BLDG AUTH REV","State Tax-Backed","Fixed Income","910,520.23","0.24","910,520.23","830,000.00","594615AJ5","US594615AJ57","-","107.48","United States","-","USD","1.49","0.18","1.00","Oct 15, 2022","5.00","1.49","-","0.18","1.49","0.18","USD","Jul 18, 2013","Jul 18, 2013"
