Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,FX Rate,Market Currency
"DBK","DEUTSCHE BANK AG","Financials","Equity","7,834.18","0.13","7,834.18","746.00","S57503559","DE0005140008","5750355","10.50","Germany","Xetra","USD","0.82","EUR"
"LGEN","LEGAL AND GENERAL GROUP PLC","Financials","Equity","7,814.69","0.13","7,814.69","2,265.00","S05603998","GB0005603997","0560399","3.45","United Kingdom","London Stock Exchange","USD","0.73","GBP"
"6869","SYSMEX CORP","Health Care","Equity","7,778.77","0.13","7,778.77","64.00","S68838077","JP3351100007","6883807","122.18","Japan","Tokyo Stock Exchange","USD","104.31","JPY"
"SAMPO","SAMPO","Financials","Equity","7,652.10","0.13","7,652.10","179.00","S52260387","FI0009003305","5226038","42.73","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.82","EUR"
"669","TECHTRONIC INDUSTRIES LTD","Industrials","Equity","7,651.49","0.13","7,651.49","522.00","-","HK0669013440","B0190C7","14.65","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.75","HKD"
"5108","BRIDGESTONE CORP","Consumer Discretionary","Equity","7,650.88","0.13","7,650.88","203.00","S61321014","JP3830800003","6132101","37.60","Japan","Tokyo Stock Exchange","USD","104.31","JPY"
"9020","EAST JAPAN RAILWAY","Industrials","Equity","7,635.05","0.13","7,635.05","115.00","S62985429","JP3783600004","6298542","66.43","Japan","Tokyo Stock Exchange","USD","104.31","JPY"
"ESSITY B","ESSITY CLASS B","Consumer Staples","Equity","7,589.99","0.12","7,589.99","231.00","-","SE0009922164","BF1K7P7","32.81","Sweden","Nasdaq Omx Nordic","USD","8.34","SEK"
"UCG","UNICREDIT","Financials","Equity","7,568.68","0.12","7,568.68","808.00","-","IT0005239360","BYMXPS7","9.37","Italy","Borsa Italiana","USD","0.82","EUR"
"IMB","IMPERIAL BRANDS PLC","Consumer Staples","Equity","7,498.04","0.12","7,498.04","360.00","S04544920","GB0004544929","0454492","20.84","United Kingdom","London Stock Exchange","USD","0.73","GBP"
"DHER","DELIVERY HERO","Consumer Discretionary","Equity","7,494.99","0.12","7,494.99","49.00","-","DE000A2E4K43","BZCNB42","152.32","Germany","Xetra","USD","0.82","EUR"
"AKZA","AKZO NOBEL NV","Materials","Equity","7,480.38","0.12","7,480.38","73.00","-","NL0013267909","BJ2KSG2","101.97","Netherlands","Euronext Amsterdam","USD","0.82","EUR"
"TEP","TELEPERFORMANCE","Industrials","Equity","7,402.43","0.12","7,402.43","22.00","S59993303","FR0000051807","5999330","331.55","France","Nyse Euronext - Euronext Paris","USD","0.82","EUR"
"UPM","UPM-KYMMENE","Materials","Equity","7,354.93","0.12","7,354.93","203.00","S50512524","FI0009005987","5051252","36.25","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.82","EUR"
"G","ASSICURAZIONI GENERALI","Financials","Equity","7,331.79","0.12","7,331.79","419.00","S40567190","IT0000062072","4056719","17.48","Italy","Borsa Italiana","USD","0.82","EUR"
"1","CK HUTCHISON HOLDINGS LTD","Industrials","Equity","7,299.52","0.12","7,299.52","1,027.00","-","KYG217651051","BW9P816","7.11","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.75","HKD"
"FRE","FRESENIUS SE AND CO KGAA","Health Care","Equity","7,279.42","0.12","7,279.42","159.00","S43520972","DE0005785604","4352097","45.80","Germany","Xetra","USD","0.82","EUR"
"9735","SECOM LTD","Industrials","Equity","7,217.31","0.12","7,217.31","80.00","S67915918","JP3421800008","6791591","90.41","Japan","Tokyo Stock Exchange","USD","104.31","JPY"
"SEK","SEK CASH","Cash and/or Derivatives","Cash","7,189.30","0.12","7,189.30","600.00","-","-","-","11.99","Sweden","-","USD","8.34","SEK"
"SN.","SMITH AND NEPHEW PLC","Health Care","Equity","7,183.82","0.12","7,183.82","333.00","S09223207","GB0009223206","0922320","21.58","United Kingdom","London Stock Exchange","USD","0.73","GBP"
"HEN3","HENKEL & KGAA PREF AG","Consumer Staples","Equity","7,151.54","0.12","7,151.54","68.00","S50767052","DE0006048432","5076705","105.59","Germany","Xetra","USD","0.82","EUR"
"8802","MITSUBISHI ESTATE CO LTD","Real Estate","Equity","7,105.26","0.12","7,105.26","450.00","S65967291","JP3899600005","6596729","15.80","Japan","Tokyo Stock Exchange","USD","104.31","JPY"
"ATCO B","ATLAS COPCO CLASS B","Industrials","Equity","7,102.22","0.12","7,102.22","148.00","-","SE0011166628","BD97BS7","47.87","Sweden","Nasdaq Omx Nordic","USD","8.34","SEK"
"4523","EISAI LTD","Health Care","Equity","7,082.12","0.12","7,082.12","96.00","S63072003","JP3160400002","6307200","73.90","Japan","Tokyo Stock Exchange","USD","104.31","JPY"
"SGSN","SGS SA","Industrials","Equity","7,080.30","0.12","7,080.30","2.00","S48247787","CH0002497458","4824778","3,077.10","Switzerland","SIX Swiss Exchange","USD","0.89","CHF"
"COL","COLES GROUP LTD","Consumer Staples","Equity","7,055.33","0.12","7,055.33","507.00","-","AU0000030678","BYWR0T5","13.91","Australia","Asx - All Markets","USD","1.30","AUD"
"OCDO","OCADO GROUP PLC","Consumer Discretionary","Equity","7,054.11","0.12","7,054.11","185.00","-","GB00B3MBS747","B3MBS74","38.17","United Kingdom","London Stock Exchange","USD","0.73","GBP"
"CLNX","CELLNEX TELECOM SA","Communication","Equity","7,027.93","0.12","7,027.93","120.00","-","ES0105066007","BX90C05","58.43","Spain","Bolsa De Madrid","USD","0.82","EUR"
"DNB","DNB","Financials","Equity","7,026.10","0.12","7,026.10","360.00","S42633040","NO0010031479","4263304","19.49","Norway","Oslo Bors Asa","USD","8.62","NOK"
"WPL","WOODSIDE PETROLEUM LTD","Energy","Equity","6,995.65","0.11","6,995.65","363.00","980228100","AU000000WPL2","6979728","19.28","Australia","Asx - All Markets","USD","1.30","AUD"
"AV.","AVIVA PLC","Financials","Equity","6,993.82","0.11","6,993.82","1,494.00","S02162386","GB0002162385","0216238","4.68","United Kingdom","London Stock Exchange","USD","0.73","GBP"
"8113","UNICHARM CORP","Consumer Staples","Equity","6,977.38","0.11","6,977.38","153.00","S69114858","JP3951600000","6911485","45.48","Japan","Tokyo Stock Exchange","USD","104.31","JPY"
"CHF","CHF CASH","Cash and/or Derivatives","Cash","6,964.60","0.11","6,964.60","62.00","-","-","-","112.55","Switzerland","-","USD","0.89","CHF"
"COLO B","COLOPLAST B","Health Care","Equity","6,961.55","0.11","6,961.55","45.00","-","DK0060448595","B8FMRX8","154.13","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.13","DKK"
"2502","ASAHI GROUP HOLDINGS LTD","Consumer Staples","Equity","6,925.01","0.11","6,925.01","173.00","S60544095","JP3116000005","6054409","40.12","Japan","Tokyo Stock Exchange","USD","104.31","JPY"
"823","LINK REAL ESTATE INVESTMENT TRUST","Real Estate","Equity","6,912.23","0.11","6,912.23","786.00","-","HK0823032773","B0PB4M7","8.79","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.75","HKD"
"HM B","HENNES & MAURITZ","Consumer Discretionary","Equity","6,900.65","0.11","6,900.65","305.00","S56874316","SE0000106270","5687431","22.59","Sweden","Nasdaq Omx Nordic","USD","8.34","SEK"
"SEB A","SKANDINAVISKA ENSKILDA BANKEN","Financials","Equity","6,873.25","0.11","6,873.25","619.00","S48133458","SE0000148884","4813345","11.11","Sweden","Nasdaq Omx Nordic","USD","8.34","SEK"
"2503","KIRIN HOLDINGS LTD","Consumer Staples","Equity","6,864.12","0.11","6,864.12","313.00","497350108","JP3258000003","6493745","21.95","Japan","Tokyo Stock Exchange","USD","104.31","JPY"
"16","SUN HUNG KAI PROPERTIES LTD","Real Estate","Equity","6,861.07","0.11","6,861.07","496.00","S68599273","HK0016000132","6859927","13.84","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.75","HKD"
"8801","MITSUI FUDOSAN LTD","Real Estate","Equity","6,851.33","0.11","6,851.33","349.00","S65976037","JP3893200000","6597603","19.65","Japan","Tokyo Stock Exchange","USD","104.31","JPY"
"7309","SHIMANO INC","Consumer Discretionary","Equity","6,795.92","0.11","6,795.92","28.00","S68048206","JP3358000002","6804820","240.96","Japan","Tokyo Stock Exchange","USD","104.31","JPY"
"ZAL","ZALANDO","Consumer Discretionary","Equity","6,773.38","0.11","6,773.38","58.00","-","DE000ZAL1111","BQV0SV7","116.47","Germany","Xetra","USD","0.82","EUR"
"FME","FRESENIUS MEDICAL CARE AG","Health Care","Equity","6,766.69","0.11","6,766.69","81.00","S51290740","DE0005785802","5129074","83.48","Germany","Xetra","USD","0.82","EUR"
"KBC","KBC GROEP","Financials","Equity","6,721.62","0.11","6,721.62","95.00","S44977494","BE0003565737","4497749","70.77","Belgium","Nyse Euronext - Euronext Brussels","USD","0.82","EUR"
"EQNR","EQUINOR","Energy","Equity","6,699.09","0.11","6,699.09","372.00","S71336085","NO0010096985","7133608","18.03","Norway","Oslo Bors Asa","USD","8.62","NOK"
"LOGN","LOGITECH INTERNATIONAL SA","Information Technology","Equity","6,686.30","0.11","6,686.30","63.00","-","CH0025751329","B18ZRK2","106.94","Switzerland","SIX Swiss Exchange","USD","0.89","CHF"
"7269","SUZUKI MOTOR CORP","Consumer Discretionary","Equity","6,671.69","0.11","6,671.69","140.00","S68655042","JP3397200001","6865504","47.65","Japan","Tokyo Stock Exchange","USD","104.31","JPY"
"EDP","EDP ENERGIAS DE PORTUGAL SA","Utilities","Equity","6,652.81","0.11","6,652.81","1,056.00","S41035965","PTEDP0AM0009","4103596","6.30","Portugal","Nyse Euronext - Euronext Lisbon","USD","0.82","EUR"
"7832","BANDAI NAMCO HOLDINGS INC","Consumer Discretionary","Equity","6,631.50","0.11","6,631.50","76.00","-","JP3778630008","B0JDQD4","87.31","Japan","Tokyo Stock Exchange","USD","104.31","JPY"
"SWED A","SWEDBANK","Financials","Equity","6,535.89","0.11","6,535.89","344.00","S48465231","SE0000242455","4846523","18.98","Sweden","Nasdaq Omx Nordic","USD","8.34","SEK"
"6645","OMRON CORP","Information Technology","Equity","6,501.18","0.11","6,501.18","71.00","S66594284","JP3197800000","6659428","92.13","Japan","Tokyo Stock Exchange","USD","104.31","JPY"
"STLA","STELLANTIS NV","Consumer Discretionary","Equity","6,458.56","0.11","6,458.56","419.00","-","NL00150001Q9","BMD8KX7","15.42","Italy","Borsa Italiana","USD","0.82","EUR"
"DWNI","DEUTSCHE WOHNEN","Real Estate","Equity","6,451.25","0.11","6,451.25","130.00","-","DE000A0HN5C6","B0YZ0Z5","49.64","Germany","Xetra","USD","0.82","EUR"
"4578","OTSUKA HOLDINGS LTD","Health Care","Equity","6,434.20","0.11","6,434.20","148.00","-","JP3188220002","B5LTM93","43.34","Japan","Tokyo Stock Exchange","USD","104.31","JPY"
"SRT3","SARTORIUS PREF AG","Health Care","Equity","6,409.23","0.10","6,409.23","14.00","S58433293","DE0007165631","5843329","473.99","Germany","Xetra","USD","0.82","EUR"
"4689","Z HOLDINGS CORP","Communication","Equity","6,373.91","0.10","6,373.91","1,009.00","S60848488","JP3933800009","6084848","6.32","Japan","Tokyo Stock Exchange","USD","104.31","JPY"
"8750","DAI-ICHI LIFE HOLDINGS INC","Financials","Equity","6,364.17","0.10","6,364.17","410.00","-","JP3476480003","B601QS4","15.52","Japan","Tokyo Stock Exchange","USD","104.31","JPY"
"STAN","STANDARD CHARTERED PLC","Financials","Equity","6,361.12","0.10","6,361.12","1,019.00","S04082848","GB0004082847","0408284","6.24","United Kingdom","London Stock Exchange","USD","0.73","GBP"
"27","GALAXY ENTERTAINMENT GROUP LTD","Consumer Discretionary","Equity","6,288.05","0.10","6,288.05","824.00","S64658743","HK0027032686","6465874","7.63","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.75","HKD"
"8604","NOMURA HOLDINGS INC","Financials","Equity","6,240.55","0.10","6,240.55","1,196.00","S66431081","JP3762600009","6643108","5.22","Japan","Tokyo Stock Exchange","USD","104.31","JPY"
"NICE","NICE LTD","Information Technology","Equity","6,176.61","0.10","6,176.61","24.00","S66471335","IL0002730112","6647133","258.98","Israel","Tel Aviv Stock Exchange","USD","3.28","ILS"
"9843","NITORI HOLDINGS LTD","Consumer Discretionary","Equity","6,146.77","0.10","6,146.77","30.00","S66448002","JP3756100008","6644800","201.85","Japan","Tokyo Stock Exchange","USD","104.31","JPY"
"6857","ADVANTEST CORP","Information Technology","Equity","6,145.55","0.10","6,145.55","76.00","S68704907","JP3122400009","6870490","81.01","Japan","Tokyo Stock Exchange","USD","104.31","JPY"
"EVO","EVOLUTION GAMING GROUP","Consumer Discretionary","Equity","6,133.37","0.10","6,133.37","61.00","-","SE0012673267","BJXSCH4","100.83","Sweden","Nasdaq Omx Nordic","USD","8.34","SEK"
"1925","DAIWA HOUSE INDUSTRY LTD","Real Estate","Equity","6,132.77","0.10","6,132.77","215.00","S62513635","JP3505000004","6251363","28.49","Japan","Tokyo Stock Exchange","USD","104.31","JPY"
"8053","SUMITOMO CORP","Industrials","Equity","6,125.46","0.10","6,125.46","452.00","S68589464","JP3404600003","6858946","13.56","Japan","Tokyo Stock Exchange","USD","104.31","JPY"
"SY1","SYMRISE AG","Materials","Equity","6,118.76","0.10","6,118.76","49.00","-","DE000SYM9999","B1JB4K8","125.10","Germany","Xetra","USD","0.82","EUR"
"MT","ARCELORMITTAL SA","Materials","Equity","6,104.75","0.10","6,104.75","273.00","-","LU1598757687","BYPBS67","22.40","France","Euronext Amsterdam","USD","0.82","EUR"
"NCM","NEWCREST MINING LTD","Materials","Equity","6,026.81","0.10","6,026.81","310.00","S66371014","AU000000NCM7","6637101","19.43","Australia","Asx - All Markets","USD","1.30","AUD"
"BT.A","BT GROUP PLC","Communication","Equity","6,005.49","0.10","6,005.49","3,393.00","S30913578","GB0030913577","3091357","1.77","United Kingdom","London Stock Exchange","USD","0.73","GBP"
"SHB A","SVENSKA HANDELSBANKEN-A SHS","Financials","Equity","6,001.84","0.10","6,001.84","591.00","-","SE0007100599","BXDZ9Q1","10.15","Sweden","Nasdaq Omx Nordic","USD","8.34","SEK"
"STLA","STELLANTIS NV","Consumer Discretionary","Equity","5,991.49","0.10","5,991.49","390.00","-","NL00150001Q9","BMD8F98","15.38","Italy","Nyse Euronext - Euronext Paris","USD","0.82","EUR"
"SGRO","SEGRO REIT PLC","Real Estate","Equity","5,936.07","0.10","5,936.07","453.00","-","GB00B5ZN1N88","B5ZN1N8","13.11","United Kingdom","London Stock Exchange","USD","0.73","GBP"
"2","CLP HOLDINGS LTD","Utilities","Equity","5,918.41","0.10","5,918.41","624.00","S60970175","HK0002007356","6097017","9.48","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.75","HKD"
"GLE","SOCIETE GENERALE SA","Financials","Equity","5,892.23","0.10","5,892.23","308.00","S59665166","FR0000130809","5966516","19.12","France","Nyse Euronext - Euronext Paris","USD","0.82","EUR"
"CON","CONTINENTAL AG","Consumer Discretionary","Equity","5,873.35","0.10","5,873.35","42.00","S45985892","DE0005439004","4598589","140.44","Germany","Xetra","USD","0.82","EUR"
"3659","NEXON LTD","Communication","Equity","5,870.31","0.10","5,870.31","185.00","-","JP3758190007","B63QM77","31.73","Japan","Tokyo Stock Exchange","USD","104.31","JPY"
"3","HONG KONG AND CHINA GAS LTD","Utilities","Equity","5,855.69","0.10","5,855.69","4,066.00","S64365570","HK0003000038","6436557","1.44","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.75","HKD"
"CARL B","CARLSBERG AS CL B","Consumer Staples","Equity","5,852.04","0.10","5,852.04","39.00","S41692195","DK0010181759","4169219","149.44","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.13","DKK"
"REP","REPSOL SA","Energy","Equity","5,842.29","0.10","5,842.29","576.00","S56693542","ES0173516115","5669354","10.15","Spain","Bolsa De Madrid","USD","0.82","EUR"
"ENR","SIEMENS ENERGY N AG","Industrials","Equity","5,813.06","0.10","5,813.06","152.00","-","DE000ENER6Y0","BMTVQK9","38.26","Germany","Xetra","USD","0.82","EUR"
"III","3I GROUP PLC","Financials","Equity","5,720.50","0.09","5,720.50","370.00","-","GB00B1YW4409","B1YW440","15.46","United Kingdom","London Stock Exchange","USD","0.73","GBP"
"SHL","SIEMENS HEALTHINEERS AG","Health Care","Equity","5,720.50","0.09","5,720.50","102.00","-","DE000SHL1006","BD594Y4","55.99","Germany","Xetra","USD","0.82","EUR"
"6988","NITTO DENKO CORP","Materials","Equity","5,676.05","0.09","5,676.05","60.00","S66418013","JP3684000007","6641801","94.05","Japan","Tokyo Stock Exchange","USD","104.31","JPY"
"CHKP","CHECK POINT SOFTWARE TECHNOLOGIES","Information Technology","Equity","5,637.69","0.09","5,637.69","43.00","M22465104","IL0010824113","2181334","132.22","Israel","NASDAQ","USD","1.00","USD"
"VIE","VEOLIA ENVIRON. SA","Utilities","Equity","5,565.83","0.09","5,565.83","205.00","S40318792","FR0000124141","4031879","27.17","France","Nyse Euronext - Euronext Paris","USD","0.82","EUR"
"Z74","SINGAPORE TELECOMMUNICATIONS LTD","Communication","Equity","5,557.91","0.09","5,557.91","3,105.00","-","SG1T75931496","B02PY22","1.79","Singapore","Singapore Exchange","USD","1.33","SGD"
"6701","NEC CORP","Information Technology","Equity","5,535.99","0.09","5,535.99","99.00","S66404005","JP3733000008","6640400","56.18","Japan","Tokyo Stock Exchange","USD","104.31","JPY"
"4507","SHIONOGI LTD","Health Care","Equity","5,531.73","0.09","5,531.73","101.00","S68046820","JP3347200002","6804682","54.94","Japan","Tokyo Stock Exchange","USD","104.31","JPY"
"NXT","NEXT PLC","Consumer Discretionary","Equity","5,471.44","0.09","5,471.44","51.00","S32089864","GB0032089863","3208986","108.25","United Kingdom","London Stock Exchange","USD","0.73","GBP"
"3407","ASAHI KASEI CORP","Materials","Equity","5,438.56","0.09","5,438.56","477.00","S60546033","JP3111200006","6054603","11.40","Japan","Tokyo Stock Exchange","USD","104.31","JPY"
"SCMN","SWISSCOM AG","Communication","Equity","5,433.69","0.09","5,433.69","10.00","S55339766","CH0008742519","5533976","551.83","Switzerland","SIX Swiss Exchange","USD","0.89","CHF"
"SLHN","SWISS LIFE HOLDING AG","Financials","Equity","5,408.11","0.09","5,408.11","12.00","S74378050","CH0014852781","7437805","467.75","Switzerland","SIX Swiss Exchange","USD","0.89","CHF"
"FPH","FISHER AND PAYKEL HEALTHCARE CORPO","Health Care","Equity","5,400.19","0.09","5,400.19","219.00","S63402507","NZFAPE0001S2","6340250","24.71","New Zealand","New Zealand Exchange Ltd","USD","1.40","NZD"
"11","HANG SENG BANK LTD","Financials","Equity","5,392.28","0.09","5,392.28","291.00","S64083744","HK0011000095","6408374","18.55","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.75","HKD"
"4612","NIPPON PAINT HOLDINGS LTD","Materials","Equity","5,352.70","0.09","5,352.70","56.00","S66405077","JP3749400002","6640507","96.16","Japan","Tokyo Stock Exchange","USD","104.31","JPY"
"TKWY","JUST EAT TAKEAWA NV","Consumer Discretionary","Equity","5,325.90","0.09","5,325.90","48.00","-","NL0012015705","BYQ7HZ6","110.82","Netherlands","Euronext Amsterdam","USD","0.82","EUR"
"BAER","JULIUS BAER GRUPPE AG","Financials","Equity","5,291.80","0.09","5,291.80","85.00","-","CH0102484968","B4R2R50","62.19","Switzerland","SIX Swiss Exchange","USD","0.89","CHF"
"SOON","SONOVA HOLDING AG","Health Care","Equity","5,269.88","0.09","5,269.88","21.00","S71560361","CH0012549785","7156036","253.24","Switzerland","SIX Swiss Exchange","USD","0.89","CHF"
"WIX","WIX.COM LTD","Information Technology","Equity","5,201.68","0.09","5,201.68","21.00","-","IL0011301780","BFZCHN7","248.24","Israel","NASDAQ","USD","1.00","USD"
"ALO","ALSTOM SA","Industrials","Equity","5,200.46","0.09","5,200.46","95.00","-","FR0010220475","B0DJ8Q5","54.58","France","Nyse Euronext - Euronext Paris","USD","0.82","EUR"
"EDEN","EDENRED SA","Information Technology","Equity","5,187.67","0.08","5,187.67","94.00","-","FR0010908533","B62G1B5","55.34","France","Nyse Euronext - Euronext Paris","USD","0.82","EUR"
"8630","SOMPO HOLDINGS INC","Financials","Equity","5,163.92","0.08","5,163.92","128.00","-","JP3165000005","B62G7K6","40.43","Japan","Tokyo Stock Exchange","USD","104.31","JPY"
"TEVA","TEVA PHARMACEUTICAL INDUSTRIES ADR","Health Care","Equity","5,103.03","0.08","5,103.03","417.00","881624209","US8816242098","2883878","12.25","Israel","New York Stock Exchange Inc.","USD","1.00","USD"
"ACA","CREDIT AGRICOLE SA","Financials","Equity","5,089.02","0.08","5,089.02","439.00","S72626104","FR0000045072","7262610","11.60","France","Nyse Euronext - Euronext Paris","USD","0.82","EUR"
"ALL","ARISTOCRAT LEISURE LTD","Consumer Discretionary","Equity","5,083.54","0.08","5,083.54","218.00","S62539838","AU000000ALL7","6253983","23.27","Australia","Asx - All Markets","USD","1.30","AUD"
"UCB","UCB SA","Health Care","Equity","5,063.44","0.08","5,063.44","48.00","S55969919","BE0003739530","5596991","105.34","Belgium","Nyse Euronext - Euronext Brussels","USD","0.82","EUR"
"CNHI","CNH INDUSTRIAL NV","Industrials","Equity","5,043.96","0.08","5,043.96","389.00","-","NL0010545661","BDSV2V0","12.97","Italy","Borsa Italiana","USD","0.82","EUR"
