Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,FX Rate,Market Currency
"9602","TOHO (TOKYO) LTD","Communication","Equity","16,516.91","0.02","16,516.91","392.00","S68952001","JP3598600009","6895200","42.09","Japan","Tokyo Stock Exchange","USD","104.30","JPY"
"AMP","AMPLIFON","Health Care","Equity","16,507.81","0.02","16,507.81","403.00","-","IT0004056880","B14NJ71","40.92","Italy","Borsa Italiana","USD","0.82","EUR"
"PZU","PZU SA","Financials","Equity","16,498.72","0.02","16,498.72","1,817.00","-","PLPZU0000011","B63DG21","9.08","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","3.72","PLN"
"2890","SINOPAC FINANCIAL HOLDINGS LTD","Financials","Equity","16,489.62","0.02","16,489.62","39,261.00","S65258758","TW0002890001","6525875","0.42","Taiwan","Taiwan Stock Exchange","USD","27.98","TWD"
"DEMANT","DEMANT","Health Care","Equity","16,480.53","0.02","16,480.53","444.00","-","DK0060738599","BZ01RF1","37.14","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.12","DKK"
"9435","HIKARI TSUSHIN INC","Consumer Discretionary","Equity","16,435.05","0.02","16,435.05","78.00","S64163223","JP3783420007","6416322","210.65","Japan","Tokyo Stock Exchange","USD","104.30","JPY"
"DLG","DIRECT LINE INSURANCE PLC","Financials","Equity","16,435.05","0.02","16,435.05","3,604.00","-","GB00BY9D0Y18","BY9D0Y1","4.56","United Kingdom","London Stock Exchange","USD","0.74","GBP"
"6806","HIROSE ELECTRIC LTD","Information Technology","Equity","16,398.67","0.02","16,398.67","109.00","S64287253","JP3799000009","6428725","150.82","Japan","Tokyo Stock Exchange","USD","104.30","JPY"
"CLS","CLICKS GROUP LTD","Consumer Staples","Equity","16,389.58","0.02","16,389.58","961.00","S61055786","ZAE000134854","6105578","17.05","South Africa","Johannesburg Stock Exchange","USD","15.52","ZAR"
"7912","DAI NIPPON PRINTING LTD","Industrials","Equity","16,380.48","0.02","16,380.48","882.00","S62509062","JP3493800001","6250906","18.58","Japan","Tokyo Stock Exchange","USD","104.30","JPY"
"2875","TOYO SUISAN LTD","Consumer Staples","Equity","16,371.38","0.02","16,371.38","319.00","892306101","JP3613000003","6899967","51.30","Japan","Tokyo Stock Exchange","USD","104.30","JPY"
"601211","GUOTAI JUNAN SECURITIES LTD A","Financials","Equity","16,353.19","0.02","16,353.19","6,125.00","-","CNE1000022F3","BYQDMZ9","2.67","China","Shanghai Stock Exchange","USD","6.48","CNY"
"COPEC","EMPRESAS COPEC SA","Energy","Equity","16,335.00","0.02","16,335.00","1,485.00","S21960265","CLP7847L1080","2196026","11.00","Chile","Santiago Stock Exchange","USD","719.43","CLP"
"FSV","FIRSTSERVICE SUBORDINATE VOTING CO","Real Estate","Equity","16,335.00","0.02","16,335.00","119.00","33767E202","CA33767E2024","BJMKSJ5","137.37","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"868","XINYI GLASS HLDS LTD","Industrials","Equity","16,325.91","0.02","16,325.91","6,377.00","-","KYG9828G1082","B05NXN7","2.56","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD"
"IAG","IA FINANCIAL INC","Financials","Equity","16,298.62","0.02","16,298.62","371.00","45075E104","CA45075E1043","BJ2ZH37","43.92","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"VCX","VICINITY CENTRES","Real Estate","Equity","16,234.96","0.02","16,234.96","13,643.00","-","AU000000VCX7","BY7QXS7","1.19","Australia","Asx - All Markets","USD","1.30","AUD"
"BIMAS","BIM BIRLESIK MAGAZALAR A","Consumer Staples","Equity","16,198.58","0.02","16,198.58","1,588.00","-","TREBIMM00018","B0D0006","10.20","Turkey","Istanbul Stock Exchange","USD","7.47","TRY"
"TIH","TOROMONT INDUSTRIES LTD","Industrials","Equity","16,171.29","0.02","16,171.29","238.00","891102105","CA8911021050","2897103","67.91","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"KEY","KEYERA CORP","Energy","Equity","16,153.10","0.02","16,153.10","846.00","493271100","CA4932711001","B3SGMV5","19.10","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"600887","INNER MONGOLIA YILI INDUSTRIAL GRO","Consumer Staples","Equity","16,153.10","0.02","16,153.10","2,151.00","-","CNE000000JP5","BP3R2V7","7.51","China","Shanghai Stock Exchange","USD","6.48","CNY"
"600309","WANHUA CHEMICAL GROUP LTD A","Materials","Equity","16,153.10","0.02","16,153.10","963.00","-","CNE0000016J9","BP3R3S1","16.78","China","Shanghai Stock Exchange","USD","6.48","CNY"
"034220","LG DISPLAY LTD","Information Technology","Equity","16,144.00","0.02","16,144.00","904.00","-","KR7034220004","B01VZN9","17.86","Korea (South)","Korea Exchange (Stock Market)","USD","1,097.35","KRW"
"6923","STANLEY ELECTRIC LTD","Consumer Discretionary","Equity","16,125.81","0.02","16,125.81","492.00","S68411065","JP3399400005","6841106","32.79","Japan","Tokyo Stock Exchange","USD","104.30","JPY"
"6465","HOSHIZAKI CORP","Industrials","Equity","16,125.81","0.02","16,125.81","180.00","-","JP3845770001","B3FF8W8","89.75","Japan","Tokyo Stock Exchange","USD","104.30","JPY"
"VOE","VOESTALPINE AG","Materials","Equity","16,080.34","0.02","16,080.34","432.00","S49434020","AT0000937503","4943402","37.22","Austria","Wiener Boerse Ag","USD","0.82","EUR"
"C6L","SINGAPORE AIRLINES LTD","Industrials","Equity","16,062.15","0.02","16,062.15","4,973.00","S68117340","SG1V61937297","6811734","3.23","Singapore","Singapore Exchange","USD","1.33","SGD"
"6823","HKT TRUST AND HKT UNITS LTD","Communication","Equity","16,034.86","0.02","16,034.86","12,626.00","-","HK0000093390","B4TXDZ3","1.27","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD"
"BMW3","BMW PREF AG","Consumer Discretionary","Equity","16,025.77","0.02","16,025.77","245.00","S57560302","DE0005190037","5756030","65.31","Germany","Xetra","USD","0.82","EUR"
"BALD B","FASTIGHETS BALDER B","Real Estate","Equity","15,989.39","0.02","15,989.39","328.00","-","SE0000455057","B0LC9F2","48.75","Sweden","Nasdaq Omx Nordic","USD","8.30","SEK"
"H78","HONGKONG LAND HOLDINGS LTD","Real Estate","Equity","15,953.00","0.02","15,953.00","3,626.00","S64349152","BMG4587L1090","6434915","4.40","Hong Kong","Singapore Exchange","USD","1.00","USD"
"2301","LITE ON TECHNOLOGY CORP","Information Technology","Equity","15,953.00","0.02","15,953.00","8,309.00","S65194813","TW0002301009","6519481","1.92","Taiwan","Taiwan Stock Exchange","USD","27.98","TWD"
"BDO","BDO UNIBANK INC","Financials","Equity","15,943.91","0.02","15,943.91","6,902.00","-","PHY077751022","B5VJH76","2.31","Philippines","Philippine Stock Exchange Inc.","USD","48.09","PHP"
"VOD","VODACOM GROUP LTD","Communication","Equity","15,934.81","0.02","15,934.81","1,904.00","S9453B108","ZAE000132577","B65B4D0","8.37","South Africa","Johannesburg Stock Exchange","USD","15.52","ZAR"
"BRITANNIA","BRITANNIA INDUSTRIES LTD","Consumer Staples","Equity","15,917.07","0.02","15,917.07","323.00","-","INE216A01030","BGSQG47","49.23","India","National Stock Exchange Of India","USD","73.39","INR"
"RAA","RATIONAL AG","Industrials","Equity","15,916.62","0.02","15,916.62","18.00","S59106096","DE0007010803","5910609","891.85","Germany","Xetra","USD","0.82","EUR"
"267","CITIC LTD","Industrials","Equity","15,916.62","0.02","15,916.62","20,943.00","S61961520","HK0267001375","6196152","0.76","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD"
"4938","PEGATRON CORP","Information Technology","Equity","15,916.62","0.02","15,916.62","6,604.00","-","TW0004938006","B4PLX17","2.41","Taiwan","Taiwan Stock Exchange","USD","27.98","TWD"
"2409","AU OPTRONICS CORP","Information Technology","Equity","15,898.43","0.02","15,898.43","31,173.00","S62881909","TW0002409000","6288190","0.51","Taiwan","Taiwan Stock Exchange","USD","27.98","TWD"
"RAIL3","RUMO SA","Industrials","Equity","15,880.24","0.02","15,880.24","4,448.00","-","BRRAILACNOR9","BYXZ2W5","3.57","Brazil","XBSP","USD","5.50","BRL"
"7752","RICOH LTD","Information Technology","Equity","15,762.01","0.02","15,762.01","2,370.00","S67382200","JP3973400009","6738220","6.65","Japan","Tokyo Stock Exchange","USD","104.30","JPY"
"NAUKRI","INFO EDGE INDIA LTD","Communication","Equity","15,758.68","0.02","15,758.68","211.00","-","INE663F01024","B1685L0","74.65","India","National Stock Exchange Of India","USD","73.39","INR"
"600000","SHANGHAI PUDONG DEVELOPMENT BANK L","Financials","Equity","15,734.72","0.02","15,734.72","10,490.00","-","CNE0000011B7","BP3R2B7","1.50","China","Shanghai Stock Exchange","USD","6.48","CNY"
"2395","ADVANTECH LTD","Information Technology","Equity","15,725.62","0.02","15,725.62","1,248.00","S62026737","TW0002395001","6202673","12.60","Taiwan","Taiwan Stock Exchange","USD","27.98","TWD"
"CPN.R","CENTRAL PATTANA NON-VOTING DR PCL","Real Estate","Equity","15,671.05","0.02","15,671.05","9,794.00","-","TH0481010R10","B013L15","1.60","Thailand","Stock Exchange Of Thailand","USD","30.13","THB"
"SNGS","SURGUTNEFTEGAZ","Energy","Equity","15,671.05","0.02","15,671.05","30,728.00","-","RU0008926258","B5BHQP1","0.51","Russian Federation","Standard-Classica-Forts","USD","74.63","RUB"
"2018","AAC TECHNOLOGIES HOLDINGS INC","Information Technology","Equity","15,671.05","0.02","15,671.05","2,670.00","-","KYG2953R1149","B85LKS1","5.87","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD"
"3626","TIS INC","Information Technology","Equity","15,616.48","0.02","15,616.48","764.00","-","JP3104890003","B2Q4CR0","20.45","Japan","Tokyo Stock Exchange","USD","104.30","JPY"
"601390","CHINA RAILWAY GROUP LTD A","Industrials","Equity","15,598.29","0.02","15,598.29","18,793.00","-","CNE100000866","BP3R3D6","0.83","China","Shanghai Stock Exchange","USD","6.48","CNY"
"HEROMOTOCO","HERO MOTOCORP LTD","Consumer Discretionary","Equity","15,585.98","0.02","15,585.98","358.00","S63273270","INE158A01026","6327327","43.57","India","National Stock Exchange Of India","USD","73.39","INR"
"9045","KEIHAN HOLDINGS LTD","Industrials","Equity","15,561.91","0.02","15,561.91","331.00","S64872328","JP3279400000","6487232","47.03","Japan","Tokyo Stock Exchange","USD","104.30","JPY"
"2883","CHINA DEVELOPMENT FINANCIAL HOLDIN","Financials","Equity","15,552.82","0.02","15,552.82","44,437.00","S64317563","TW0002883006","6431756","0.35","Taiwan","Taiwan Stock Exchange","USD","27.98","TWD"
"9501","TOKYO ELECTRIC POWER HOLDINGS INC","Utilities","Equity","15,516.43","0.02","15,516.43","5,369.00","889107108","JP3585800000","6895404","2.89","Japan","Tokyo Stock Exchange","USD","104.30","JPY"
"009540","KOREA SHIPBUILDING AND OFFSHORE EN","Industrials","Equity","15,498.24","0.02","15,498.24","148.00","S64466204","KR7009540006","6446620","104.80","Korea (South)","Korea Exchange (Stock Market)","USD","1,097.35","KRW"
"ICL","ICL GROUP LTD","Materials","Equity","15,480.05","0.02","15,480.05","2,779.00","S64555303","IL0002810146","6455530","5.57","Israel","Tel Aviv Stock Exchange","USD","3.18","ILS"
"2202","CHINA VANKE LTD H","Real Estate","Equity","15,480.05","0.02","15,480.05","4,230.00","-","CNE100001SR9","BN320P8","3.66","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD"
"000100","YUHAN CORP","Health Care","Equity","15,470.96","0.02","15,470.96","232.00","S69883379","KR7000100008","6988337","66.80","Korea (South)","Korea Exchange (Stock Market)","USD","1,097.35","KRW"
"CIPLA","CIPLA LTD","Health Care","Equity","15,454.86","0.02","15,454.86","1,323.00","-","INE059A01026","B011108","11.68","India","National Stock Exchange Of India","USD","73.39","INR"
"BBDC3","BANCO BRADESCO SA","Financials","Equity","15,443.67","0.02","15,443.67","3,526.00","-","BRBBDCACNOR1","B00FM86","4.38","Brazil","XBSP","USD","5.50","BRL"
"2049","HIWIN TECHNOLOGIES CORP","Industrials","Equity","15,434.58","0.02","15,434.58","997.00","-","TW0002049004","B1YMYT5","15.48","Taiwan","Taiwan Stock Exchange","USD","27.98","TWD"
"EICHERMOT","EICHER MOTORS LTD","Consumer Discretionary","Equity","15,429.86","0.02","15,429.86","408.00","-","INE066A01021","BMW4CV8","37.84","India","National Stock Exchange Of India","USD","73.39","INR"
"097950","CJ CHEILJEDANG CORP","Consumer Staples","Equity","15,425.48","0.02","15,425.48","40.00","-","KR7097950000","B2492F5","386.39","Korea (South)","Korea Exchange (Stock Market)","USD","1,097.35","KRW"
"LUND B","LUNDBERGFORETAGEN CLASS B","Financials","Equity","15,407.29","0.02","15,407.29","290.00","S45380029","SE0000108847","4538002","53.14","Sweden","Nasdaq Omx Nordic","USD","8.30","SEK"
"9009","KEISEI ELECTRIC RAILWAY LTD","Industrials","Equity","15,398.20","0.02","15,398.20","482.00","S64874258","JP3278600006","6487425","31.93","Japan","Tokyo Stock Exchange","USD","104.30","JPY"
"WRT1V","WARTSILA","Industrials","Equity","15,380.01","0.02","15,380.01","1,480.00","S45251899","FI0009003727","4525189","10.39","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.82","EUR"
"1803","SHIMIZU CORP","Industrials","Equity","15,352.72","0.02","15,352.72","2,086.00","S68044007","JP3358800005","6804400","7.36","Japan","Tokyo Stock Exchange","USD","104.30","JPY"
"TATACONSUM","TATA CONSUMER PRODUCTS LTD","Consumer Staples","Equity","15,323.74","0.02","15,323.74","1,788.00","S61214888","INE192A01025","6121488","8.57","India","National Stock Exchange Of India","USD","73.39","INR"
"NEM","NEMETSCHEK","Information Technology","Equity","15,279.96","0.02","15,279.96","217.00","S56339625","DE0006452907","5633962","70.53","Germany","Xetra","USD","0.82","EUR"
"TATAMOTORS","TATA MOTORS LTD","Consumer Discretionary","Equity","15,246.25","0.02","15,246.25","5,065.00","-","INE155A01022","B611LV1","3.01","India","National Stock Exchange Of India","USD","73.39","INR"
"4182","MITSUBISHI GAS CHEMICAL INC","Materials","Equity","15,243.58","0.02","15,243.58","662.00","S65969230","JP3896800004","6596923","23.03","Japan","Tokyo Stock Exchange","USD","104.30","JPY"
"FUNO11","FIBRA UNO ADMINISTRACION REIT SA","Real Estate","Equity","15,243.58","0.02","15,243.58","13,029.00","-","MXCFFU000001","B671GT8","1.17","Mexico","Bolsa Mexicana De Valores","USD","20.11","MXN"
"BB","BLACKBERRY LTD","Information Technology","Equity","15,243.58","0.02","15,243.58","2,000.00","09228F103","CA09228F1036","BCBHZ31","7.62","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"SBILIFE","SBI LIFE INSURANCE COMPANY LTD","Financials","Equity","15,231.71","0.02","15,231.71","1,194.00","-","INE123W01016","BZ60N32","12.76","India","National Stock Exchange Of India","USD","73.39","INR"
"002714","MUYUAN FOODS LTD A","Consumer Staples","Equity","15,225.39","0.02","15,225.39","1,108.00","-","CNE100001RQ3","BD5CJX7","13.74","China","Shenzhen Stock Exchange","USD","6.48","CNY"
"601288","AGRICULTURAL BANK OF CHINA LTD A","Financials","Equity","15,225.39","0.02","15,225.39","31,072.00","-","CNE100000RJ0","BP3R228","0.49","China","Shanghai Stock Exchange","USD","6.48","CNY"
"TEN","TENARIS SA","Energy","Equity","15,198.10","0.02","15,198.10","1,799.00","S75385153","LU0156801721","7538515","8.45","Italy","Borsa Italiana","USD","0.82","EUR"
"8954","ORIX JREIT REIT INC","Real Estate","Equity","15,189.01","0.02","15,189.01","10.00","S65277741","JP3040880001","6527774","1,590.68","Japan","Tokyo Stock Exchange","USD","104.30","JPY"
"7261","MAZDA MOTOR CORP","Consumer Discretionary","Equity","15,179.91","0.02","15,179.91","2,126.00","S69003085","JP3868400007","6900308","7.14","Japan","Tokyo Stock Exchange","USD","104.30","JPY"
"EO","FAURECIA","Consumer Discretionary","Equity","15,143.53","0.02","15,143.53","325.00","S44004463","FR0000121147","4400446","46.65","France","Nyse Euronext - Euronext Paris","USD","0.82","EUR"
"MCG","MULTICHOICE GROUP LTD","Communication","Equity","15,125.34","0.02","15,125.34","1,684.00","-","ZAE000265971","BHZSKR4","8.98","South Africa","Johannesburg Stock Exchange","USD","15.52","ZAR"
"135","KUNLUN ENERGY LTD","Utilities","Equity","15,116.25","0.02","15,116.25","15,746.00","S63400782","BMG5320C1082","6340078","0.96","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD"
"2912","PRESIDENT CHAIN STORE CORP","Consumer Staples","Equity","15,107.15","0.02","15,107.15","1,559.00","S67049866","TW0002912003","6704986","9.69","Taiwan","Taiwan Stock Exchange","USD","27.98","TWD"
"ABG","ABSA GROUP LTD","Financials","Equity","15,061.67","0.02","15,061.67","1,984.00","-","ZAE000255915","BFX05H3","7.59","South Africa","Johannesburg Stock Exchange","USD","15.52","ZAR"
"5347","VANGUARD INTERNATIONAL SEMICONDUCT","Information Technology","Equity","15,052.58","0.02","15,052.58","3,567.00","S61096772","TW0005347009","6109677","4.22","Taiwan","Gretai Securities Market","USD","27.98","TWD"
"ISA","INTERCONEXION ELECTRICA SA","Utilities","Equity","15,025.29","0.02","15,025.29","1,793.00","S22057061","COE15PA00026","2205706","8.38","Colombia","Bolsa De Valores De Colombia","USD","3,460.50","COP"
"5019","IDEMITSU KOSAN LTD","Energy","Equity","15,007.10","0.02","15,007.10","668.00","-","JP3142500002","B1FF8P7","22.46","Japan","Tokyo Stock Exchange","USD","104.30","JPY"
"4042","TOSOH CORP","Materials","Equity","14,970.72","0.02","14,970.72","940.00","S69002897","JP3595200001","6900289","15.92","Japan","Tokyo Stock Exchange","USD","104.30","JPY"
"LI","KLEPIERRE REIT SA","Real Estate","Equity","14,952.53","0.02","14,952.53","665.00","S75825562","FR0000121964","7582556","22.47","France","Nyse Euronext - Euronext Paris","USD","0.82","EUR"
"600837","HAITONG SECURITIES LTD CLASS A","Financials","Equity","14,952.53","0.02","14,952.53","7,668.00","-","CNE000000CK1","BP3R2S4","1.95","China","Shanghai Stock Exchange","USD","6.48","CNY"
"AC","AYALA CORP","Industrials","Equity","14,897.96","0.02","14,897.96","853.00","-","PHY0486V1154","B09JBT3","17.47","Philippines","Philippine Stock Exchange Inc.","USD","48.09","PHP"
"2408","NANYA TECHNOLOGY CORP","Information Technology","Equity","14,870.67","0.02","14,870.67","4,562.00","S62836010","TW0002408002","6283601","3.26","Taiwan","Taiwan Stock Exchange","USD","27.98","TWD"
"MOL","MOL HUNGARIAN OIL AND GAS","Energy","Equity","14,843.39","0.02","14,843.39","1,806.00","-","HU0000153937","BD5ZXH8","8.22","Hungary","Budapest Stock Exchange","USD","297.42","HUF"
"425","MINTH GROUP LTD","Consumer Discretionary","Equity","14,834.29","0.02","14,834.29","2,598.00","-","KYG6145U1094","B0RJCG9","5.71","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD"
"TIT","TELECOM ITALIA","Communication","Equity","14,816.10","0.02","14,816.10","31,524.00","S76343946","IT0003497168","7634394","0.47","Italy","Borsa Italiana","USD","0.82","EUR"
"3481","INNOLUX CORP","Information Technology","Equity","14,797.91","0.02","14,797.91","30,829.00","-","TW0003481008","B0CC0M5","0.48","Taiwan","Taiwan Stock Exchange","USD","27.98","TWD"
"IHH","IHH HEALTHCARE","Health Care","Equity","14,788.82","0.02","14,788.82","10,717.00","-","MYL5225OO007","B83X6P8","1.38","Malaysia","Bursa Malaysia","USD","4.05","MYR"
"601688","HUATAI SECURITIES LTD A","Financials","Equity","14,770.63","0.02","14,770.63","5,275.00","-","CNE100000LQ8","BP3R3B4","2.80","China","Shanghai Stock Exchange","USD","6.48","CNY"
"028300","HLB INC","Consumer Discretionary","Equity","14,725.15","0.02","14,725.15","172.00","S65174070","KR7028300002","6517407","85.84","Korea (South)","Korea Exchange (Kosdaq)","USD","1,097.35","KRW"
"011170","LOTTE CHEMICAL CORP","Materials","Equity","14,716.06","0.02","14,716.06","56.00","S64400203","KR7011170008","6440020","261.99","Korea (South)","Korea Exchange (Stock Market)","USD","1,097.35","KRW"
"ASURB","GRUPO AEROPORTUARIO DEL SURESTE B","Industrials","Equity","14,697.87","0.02","14,697.87","856.00","S26393496","MXP001661018","2639349","17.18","Mexico","Bolsa Mexicana De Valores","USD","20.11","MXN"
"7186","CONCORDIA FINANCIAL GROUP LTD","Financials","Equity","14,697.87","0.02","14,697.87","4,129.00","-","JP3305990008","BD97JW7","3.56","Japan","Tokyo Stock Exchange","USD","104.30","JPY"
