Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,FX Rate,Market Currency
"SDF","K+S AG","Materials","Equity","51,386.01","0.08","51,386.01","4,392.00","-","DE000KSAG888","B54C017","11.70","Germany","Xetra","USD","0.83","EUR"
"6592","MABUCHI MOTOR LTD","Industrials","Equity","51,379.21","0.08","51,379.21","1,114.00","S65510307","JP3870000001","6551030","46.13","Japan","Tokyo Stock Exchange","USD","104.59","JPY"
"4478","FREEE KK","Information Technology","Equity","51,345.19","0.08","51,345.19","502.00","-","JP3826520003","BKLFVR7","102.21","Japan","Tokyo Stock Exchange","USD","104.59","JPY"
"JUN3","JUNGHEINRICH PREF AG","Industrials","Equity","51,338.39","0.08","51,338.39","1,110.00","S55456701","DE0006219934","5545670","46.24","Germany","Xetra","USD","0.83","EUR"
"APAM","APERAM SA","Materials","Equity","51,283.96","0.08","51,283.96","1,159.00","-","LU0569974404","B58C6H1","44.26","France","Euronext Amsterdam","USD","0.83","EUR"
"DUE","DUERR AG","Industrials","Equity","51,175.10","0.08","51,175.10","1,200.00","S51199016","DE0005565204","5119901","42.63","Germany","Xetra","USD","0.83","EUR"
"IHP","INTEGRAFIN HOLDINGS","Financials","Equity","51,113.87","0.08","51,113.87","6,926.00","-","GB00BD45SH49","BD45SH4","7.38","United Kingdom","London Stock Exchange","USD","0.72","GBP"
"3234","MORI HILLS INVESTMENT REIT CORP","Real Estate","Equity","51,093.46","0.08","51,093.46","38.00","-","JP3046470005","B1GF9P3","1,352.97","Japan","Tokyo Stock Exchange","USD","104.59","JPY"
"PEAB B","PEAB CLASS B","Industrials","Equity","50,855.35","0.07","50,855.35","4,245.00","S44077600","SE0000106205","4407760","11.98","Sweden","Nasdaq Omx Nordic","USD","8.34","SEK"
"GTT","GAZTRANSPORT & TECHNIGAZ SA","Energy","Equity","50,760.10","0.07","50,760.10","523.00","-","FR0011726835","BJYRDP5","97.02","France","Nyse Euronext - Euronext Paris","USD","0.83","EUR"
"8976","DAIWA OFFICE INVESTMENT REIT CORP","Real Estate","Equity","50,562.80","0.07","50,562.80","8.00","-","JP3046310003","B0LNTF5","6,444.52","Japan","Tokyo Stock Exchange","USD","104.59","JPY"
"ILU","ILUKA RESOURCES LTD","Materials","Equity","50,549.19","0.07","50,549.19","9,702.00","S69575751","AU000000ILU1","6957575","5.21","Australia","Asx - All Markets","USD","1.29","AUD"
"SFSN","SFS GROUP AG","Industrials","Equity","50,508.37","0.07","50,508.37","391.00","-","CH0239229302","BLWF8B6","129.19","Switzerland","SIX Swiss Exchange","USD","0.89","CHF"
"SRAIL","STADLER RAIL AG","Industrials","Equity","50,453.95","0.07","50,453.95","1,046.00","-","CH0002178181","BJ7HN18","48.25","Switzerland","SIX Swiss Exchange","USD","0.89","CHF"
"BANB","BACHEM HOLDING AG","Health Care","Equity","50,385.91","0.07","50,385.91","122.00","S71558845","CH0012530207","7155884","414.22","Switzerland","SIX Swiss Exchange","USD","0.89","CHF"
"CGCBV","CARGOTEC CORP","Industrials","Equity","50,236.24","0.07","50,236.24","949.00","-","FI0009013429","B09M9L0","52.91","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.83","EUR"
"2412","BENEFIT ONE INC","Industrials","Equity","50,222.63","0.07","50,222.63","1,708.00","-","JP3835630009","B02JV67","29.40","Japan","Tokyo Stock Exchange","USD","104.59","JPY"
"CJLU","NETLINK NBN TRUST UNITS","Communication","Equity","50,209.02","0.07","50,209.02","69,735.00","-","SG1DH9000006","BF5GLW6","0.72","Singapore","Singapore Exchange","USD","1.33","SGD"
"AKER","AKER","Financials","Equity","50,195.42","0.07","50,195.42","574.00","-","NO0010234552","B02R4D9","87.40","Norway","Oslo Bors Asa","USD","8.48","NOK"
"6473","JTEKT CORP","Consumer Discretionary","Equity","50,154.60","0.07","50,154.60","4,745.00","S64970825","JP3292200007","6497082","10.57","Japan","Tokyo Stock Exchange","USD","104.59","JPY"
"5706","MITSUI MINING AND SMELTING LTD","Materials","Equity","50,086.56","0.07","50,086.56","1,324.00","S65973463","JP3888400003","6597346","37.82","Japan","Tokyo Stock Exchange","USD","104.59","JPY"
"6674","GS YUASA CORP","Industrials","Equity","50,086.56","0.07","50,086.56","1,564.00","S67442509","JP3385820000","6744250","32.03","Japan","Tokyo Stock Exchange","USD","104.59","JPY"
"4205","ZEON JAPAN CORP","Materials","Equity","50,004.92","0.07","50,004.92","3,163.00","S66440157","JP3725400000","6644015","15.81","Japan","Tokyo Stock Exchange","USD","104.59","JPY"
"ARB","ARB CORPORATION CORP LTD","Consumer Discretionary","Equity","49,984.51","0.07","49,984.51","1,666.00","-","AU000000ARB5","BWV03W5","30.01","Australia","Asx - All Markets","USD","1.29","AUD"
"LSG","LEROY SEAFOOD GROUP","Consumer Staples","Equity","49,896.07","0.07","49,896.07","6,901.00","S46919163","NO0003096208","4691916","7.23","Norway","Oslo Bors Asa","USD","8.48","NOK"
"3292","AEON REIT INVESTMENT REIT CORP","Real Estate","Equity","49,698.77","0.07","49,698.77","36.00","-","JP3047650001","BFSSCF9","1,362.53","Japan","Tokyo Stock Exchange","USD","104.59","JPY"
"PHM","PHARMA MAR SA","Health Care","Equity","49,664.75","0.07","49,664.75","344.00","-","ES0169501022","BMW2GT8","144.44","Spain","Bolsa De Madrid","USD","0.83","EUR"
"IFCN","INFICON HOLDING AG","Information Technology","Equity","49,623.93","0.07","49,623.93","44.00","S46817243","CH0011029946","4681724","1,135.18","Switzerland","SIX Swiss Exchange","USD","0.89","CHF"
"BEZQ","BEZEQ ISRAELI TELECOMMUNICATION CO","Communication","Equity","49,542.29","0.07","49,542.29","48,571.00","S60980323","IL0002300114","6098032","1.02","Israel","Tel Aviv Stock Exchange","USD","3.25","ILS"
"PAGE","PAGEGROUP PLC","Industrials","Equity","49,351.80","0.07","49,351.80","7,616.00","S30232318","GB0030232317","3023231","6.48","United Kingdom","London Stock Exchange","USD","0.72","GBP"
"VOC","VOCUS GROUP LTD","Communication","Equity","49,290.57","0.07","49,290.57","12,836.00","-","AU000000VOC6","B3WS5W9","3.84","Australia","Asx - All Markets","USD","1.29","AUD"
"BPE","BPER BANCA","Financials","Equity","49,236.14","0.07","49,236.14","21,786.00","S41160995","IT0000066123","4116099","2.26","Italy","Borsa Italiana","USD","0.83","EUR"
"6728","ULVAC INC","Information Technology","Equity","49,195.32","0.07","49,195.32","1,013.00","S65994832","JP3126190002","6599483","48.57","Japan","Tokyo Stock Exchange","USD","104.59","JPY"
"ICAD","ICADE REIT SA","Real Estate","Equity","49,161.30","0.07","49,161.30","682.00","S45544061","FR0000035081","4554406","72.10","France","Nyse Euronext - Euronext Paris","USD","0.83","EUR"
"TOP","TOPDANMARK","Financials","Equity","49,113.68","0.07","49,113.68","1,029.00","-","DK0060477503","B94P973","47.73","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.15","DKK"
"FRA","FRAPORT FRANKFURT AIRPORT SERVICES","Industrials","Equity","49,086.46","0.07","49,086.46","867.00","S71075519","DE0005773303","7107551","56.62","Germany","Xetra","USD","0.83","EUR"
"BAP","BAPCOR LTD","Consumer Discretionary","Equity","48,991.22","0.07","48,991.22","7,801.00","-","AU000000BAP9","BLD2CY7","6.28","Australia","Asx - All Markets","USD","1.29","AUD"
"GBP","GBP CASH","Cash and/or Derivatives","Cash","48,984.41","0.07","48,984.41","355.00","-","-","-","137.96","United Kingdom","-","USD","0.72","GBP"
"9076","SEINO HOLDINGS LTD","Industrials","Equity","48,780.31","0.07","48,780.31","3,263.00","S67934232","JP3415400005","6793423","14.95","Japan","Tokyo Stock Exchange","USD","104.59","JPY"
"S58","SATS LTD","Industrials","Equity","48,773.51","0.07","48,773.51","15,733.00","S62435862","SG1I52882764","6243586","3.10","Singapore","Singapore Exchange","USD","1.33","SGD"
"SYNT","SYNTHOMER PLC","Materials","Equity","48,753.10","0.07","48,753.10","7,902.00","S09887423","GB0009887422","0988742","6.17","United Kingdom","London Stock Exchange","USD","0.72","GBP"
"INRN","INTERROLL HOLDING AG","Industrials","Equity","48,705.47","0.07","48,705.47","15.00","S52066214","CH0006372897","5206621","3,291.35","Switzerland","SIX Swiss Exchange","USD","0.89","CHF"
"DRX","DRAX GROUP PLC","Utilities","Equity","48,549.00","0.07","48,549.00","9,058.00","-","GB00B1VNSX38","B1VNSX3","5.36","United Kingdom","London Stock Exchange","USD","0.72","GBP"
"SUN","SULZER AG","Industrials","Equity","48,338.09","0.07","48,338.09","430.00","S48547194","CH0038388911","4854719","112.29","Switzerland","SIX Swiss Exchange","USD","0.89","CHF"
"5714","DOWA HOLDINGS LTD","Materials","Equity","48,324.48","0.07","48,324.48","1,163.00","S62783063","JP3638600001","6278306","41.55","Japan","Tokyo Stock Exchange","USD","104.59","JPY"
"8012","NAGASE LTD","Industrials","Equity","48,304.07","0.07","48,304.07","2,868.00","S66198201","JP3647800006","6619820","16.84","Japan","Tokyo Stock Exchange","USD","104.59","JPY"
"CSR","CSR LTD","Materials","Equity","48,276.86","0.07","48,276.86","11,149.00","S62386453","AU000000CSR5","6238645","4.33","Australia","Asx - All Markets","USD","1.29","AUD"
"7476","AS ONE CORP","Health Care","Equity","48,276.86","0.07","48,276.86","326.00","S64809296","JP3131300000","6480929","147.92","Japan","Tokyo Stock Exchange","USD","104.59","JPY"
"2206","EZAKI GLICO LTD","Consumer Staples","Equity","48,106.78","0.07","48,106.78","1,059.00","S63277032","JP3161200005","6327703","45.42","Japan","Tokyo Stock Exchange","USD","104.59","JPY"
"7167","MEBUKI FINANCIAL GROUP INC","Financials","Equity","48,079.56","0.07","48,079.56","23,227.00","-","JP3117700009","BH0VTS2","2.07","Japan","Tokyo Stock Exchange","USD","104.59","JPY"
"MYCR","MYCRONIC","Information Technology","Equity","47,773.41","0.07","47,773.41","1,735.00","S52628492","SE0000375115","5262849","27.53","Sweden","Nasdaq Omx Nordic","USD","8.34","SEK"
"NEX","NEXANS SA","Industrials","Equity","47,746.20","0.07","47,746.20","606.00","S71308365","FR0000044448","7130836","78.75","France","Nyse Euronext - Euronext Paris","USD","0.83","EUR"
"MAP","MAPFRE SA","Financials","Equity","47,712.18","0.07","47,712.18","24,097.00","-","ES0124244E34","B1G40S0","1.98","Spain","Bolsa De Madrid","USD","0.83","EUR"
"SPT","SPIRENT COMMUNICATIONS","Information Technology","Equity","47,691.77","0.07","47,691.77","14,068.00","S04726097","GB0004726096","0472609","3.39","United Kingdom","London Stock Exchange","USD","0.72","GBP"
"SRP","SERCO GROUP PLC","Industrials","Equity","47,582.91","0.07","47,582.91","28,323.00","S07973795","GB0007973794","0797379","1.68","United Kingdom","London Stock Exchange","USD","0.72","GBP"
"GPOR","GREAT PORTLAND ESTATES REIT PLC","Real Estate","Equity","47,569.31","0.07","47,569.31","5,285.00","-","GB00BF5H9P87","BF5H9P8","9.00","United Kingdom","London Stock Exchange","USD","0.72","GBP"
"DOM","DOMINOS PIZZA GROUP PLC","Consumer Discretionary","Equity","47,562.50","0.07","47,562.50","10,141.00","-","GB00BYN59130","BYN5913","4.69","United Kingdom","London Stock Exchange","USD","0.72","GBP"
"BOSS","HUGO BOSS N AG","Consumer Discretionary","Equity","47,474.06","0.07","47,474.06","1,372.00","-","DE000A1PHFF7","B88MHC4","34.59","Germany","Xetra","USD","0.83","EUR"
"4208","UBE INDUSTRIES LTD","Materials","Equity","47,365.21","0.07","47,365.21","2,383.00","S69107050","JP3158800007","6910705","19.88","Japan","Tokyo Stock Exchange","USD","104.59","JPY"
"BRE","FRENI BREMBO","Consumer Discretionary","Equity","47,025.04","0.07","47,025.04","3,489.00","-","IT0005252728","BF37983","13.48","Italy","Borsa Italiana","USD","0.83","EUR"
"ORA","ORORA LTD","Materials","Equity","47,018.23","0.07","47,018.23","22,497.00","-","AU000000ORA8","BH4TCW7","2.09","Australia","Asx - All Markets","USD","1.29","AUD"
"9364","KAMIGUMI LTD","Industrials","Equity","46,909.38","0.07","46,909.38","2,453.00","S64826688","JP3219000001","6482668","19.12","Japan","Tokyo Stock Exchange","USD","104.59","JPY"
"ASCL","ASCENTIAL PLC","Communication","Equity","46,841.35","0.07","46,841.35","9,294.00","-","GB00BYM8GJ06","BYM8GJ0","5.04","United Kingdom","London Stock Exchange","USD","0.72","GBP"
"5101","YOKOHAMA RUBBER LTD","Consumer Discretionary","Equity","46,820.93","0.07","46,820.93","2,744.00","S69864619","JP3955800002","6986461","17.06","Japan","Tokyo Stock Exchange","USD","104.59","JPY"
"PNL","POSTNL NV","Industrials","Equity","46,766.51","0.07","46,766.51","10,801.00","S54815584","NL0009739416","5481558","4.33","Netherlands","Euronext Amsterdam","USD","0.83","EUR"
"4631","DIC CORP","Materials","Equity","46,718.88","0.07","46,718.88","1,793.00","S62508213","JP3493400000","6250821","26.06","Japan","Tokyo Stock Exchange","USD","104.59","JPY"
"BGN","BANCA GENERALI","Financials","Equity","46,684.87","0.07","46,684.87","1,328.00","-","IT0001031084","B1HKSV6","35.16","Italy","Borsa Italiana","USD","0.83","EUR"
"NEOEN","NEOEN SA","Utilities","Equity","46,501.18","0.07","46,501.18","701.00","-","FR0011675362","BGV7F95","66.29","France","Nyse Euronext - Euronext Paris","USD","0.83","EUR"
"CGNT","COGNYTE SOFTWARE LTD","Information Technology","Equity","46,344.70","0.07","46,344.70","1,495.00","-","IL0011691438","BMYDNT8","31.00","Israel","NASDAQ","USD","1.00","USD"
"4206","AICA KOGYO LTD","Industrials","Equity","46,249.45","0.07","46,249.45","1,258.00","S60100476","JP3100800006","6010047","36.76","Japan","Tokyo Stock Exchange","USD","104.59","JPY"
"AML","ASTON MARTIN LAGONDA GLOBAL HOLDIN","Consumer Discretionary","Equity","46,126.99","0.07","46,126.99","1,594.00","-","GB00BN7CG237","BN7CG23","28.93","United Kingdom","London Stock Exchange","USD","0.72","GBP"
"ETL","EUTELSAT COMMUNICATIONS SA","Communication","Equity","46,113.38","0.07","46,113.38","3,982.00","-","FR0010221234","B0M7KJ7","11.58","France","Nyse Euronext - Euronext Paris","USD","0.83","EUR"
"RECI B","RECIPHARM PUBL","Health Care","Equity","46,099.78","0.07","46,099.78","1,663.00","-","SE0005757267","BL95N58","27.72","Sweden","Nasdaq Omx Nordic","USD","8.34","SEK"
"TWEKA","TKH GROUP NV","Industrials","Equity","46,092.97","0.07","46,092.97","935.00","-","NL0000852523","B1WFDQ6","49.31","Netherlands","Euronext Amsterdam","USD","0.83","EUR"
"2531","TAKARA HOLDINGS INC","Consumer Staples","Equity","46,058.96","0.07","46,058.96","3,374.00","S68703826","JP3459600007","6870382","13.65","Japan","Tokyo Stock Exchange","USD","104.59","JPY"
"SUM","SUMMERSET GROUP HOLDINGS LTD","Health Care","Equity","45,984.12","0.07","45,984.12","5,092.00","-","NZSUME0001S0","B6R3JL7","9.03","New Zealand","New Zealand Exchange Ltd","USD","1.38","NZD"
"LNK","LINK ADMINISTRATION HLDG PTY LTD","Information Technology","Equity","45,963.71","0.07","45,963.71","12,389.00","-","AU000000LNK2","BYZBCY3","3.71","Australia","Asx - All Markets","USD","1.29","AUD"
"CIE","CIE AUTOMOTIVE SA","Consumer Discretionary","Equity","45,943.30","0.07","45,943.30","1,623.00","-","ES0105630315","B15CL93","28.31","Spain","Bolsa De Madrid","USD","0.83","EUR"
"NHF","NIB HOLDINGS LTD","Financials","Equity","45,834.44","0.07","45,834.44","10,512.00","-","AU000000NHF0","B28ZM60","4.36","Australia","Asx - All Markets","USD","1.29","AUD"
"METSB","METSA BOARD CLASS B","Materials","Equity","45,780.02","0.07","45,780.02","4,124.00","S50714328","FI0009000665","5071432","11.10","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.83","EUR"
"APX","APPEN LTD","Information Technology","Equity","45,780.02","0.07","45,780.02","2,603.00","-","AU000000APX3","BTPJH25","17.59","Australia","Asx - All Markets","USD","1.29","AUD"
"8964","FRONTIER REAL ESTATE INVESTMENT TR","Real Estate","Equity","45,759.61","0.07","45,759.61","11.00","-","JP3046200006","B020QY3","4,331.41","Japan","Tokyo Stock Exchange","USD","104.59","JPY"
"JM","JM","Consumer Discretionary","Equity","45,759.61","0.07","45,759.61","1,281.00","-","SE0000806994","B142FZ8","35.71","Sweden","Nasdaq Omx Nordic","USD","8.34","SEK"
"636","KERRY LOGISTICS NETWORK LTD","Industrials","Equity","45,746.00","0.07","45,746.00","15,098.00","-","BMG524181036","BH0W286","3.03","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.75","HKD"
"NOLA B","NOLATO CLASS B","Industrials","Equity","45,548.70","0.07","45,548.70","470.00","S45897105","SE0000109811","4589710","96.95","Sweden","Nasdaq Omx Nordic","USD","8.34","SEK"
"FORN","FORBO HOLDING AG","Consumer Discretionary","Equity","45,473.86","0.07","45,473.86","25.00","S43500354","CH0003541510","4350035","1,786.73","Switzerland","SIX Swiss Exchange","USD","0.89","CHF"
"STM","STABILUS SA","Industrials","Equity","45,426.24","0.07","45,426.24","577.00","-","LU1066226637","BMM1PP4","78.69","Germany","Xetra","USD","0.83","EUR"
"4540","TSUMURA","Health Care","Equity","45,412.63","0.07","45,412.63","1,397.00","S69069193","JP3535800001","6906919","32.51","Japan","Tokyo Stock Exchange","USD","104.59","JPY"
"KPG","KIWI PROPERTY GROUP LTD","Real Estate","Equity","45,256.16","0.07","45,256.16","48,663.00","-","NZKPGE0001S9","BTDY2M7","0.93","New Zealand","New Zealand Exchange Ltd","USD","1.38","NZD"
"MONY","MONEYSUPERMARKET.COM GROUP PLC","Consumer Discretionary","Equity","45,215.33","0.07","45,215.33","12,490.00","-","GB00B1ZBKY84","B1ZBKY8","3.62","United Kingdom","London Stock Exchange","USD","0.72","GBP"
"7947","FP CORP","Materials","Equity","45,092.87","0.07","45,092.87","1,101.00","S63299473","JP3167000003","6329947","40.97","Japan","Tokyo Stock Exchange","USD","104.59","JPY"
